id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,class
3940,18.081294,-10.764807,-3.150553,17.178892,-8.464757,18.637343,-18.140851,0.000526,-1.890434,-3.723653,1.030020,-19.011327,14.902430,-20.412853,15.797413,9.788509,-9.273564,15.128814,3.651947,-10.772375,C,B,C,A,A,C,A,E
3942,22.731763,-9.128291,-2.935633,17.618754,-7.548038,18.738207,-18.709028,-0.532527,-8.751478,-2.913881,-0.418722,-13.552379,17.694213,-10.018060,7.347301,9.714521,-9.196776,15.266104,6.050685,-11.734796,D,E,B,A,C,A,A,A
3944,22.215626,-9.324843,-3.413049,17.219374,-7.996846,18.595537,-19.925617,0.087727,-9.530539,-4.321373,0.190449,-12.403044,16.919234,-8.957085,7.218713,9.781699,-9.305397,15.027490,15.848126,-12.889296,B,E,C,C,D,A,A,D
3946,14.330689,-9.444284,-7.502143,17.293950,-7.890851,18.502430,-19.501607,6.415652,-2.468682,-5.324949,0.070458,-16.181026,12.443596,-19.346560,15.531324,9.769154,-9.376303,14.857407,9.900513,-8.871522,B,B,A,B,E,D,A,D
3948,15.512784,-8.925951,-5.103258,16.947514,-8.314532,18.583241,-19.615275,2.745826,-2.502508,-4.318225,0.561748,-16.728173,13.368350,-19.222724,15.533834,9.827433,-9.314760,15.028024,19.075553,-5.513246,A,F,B,B,D,D,D,C
3950,17.013397,-10.886151,-2.562186,17.145592,-8.156227,18.661847,-18.095586,-0.945856,-1.823058,-3.516944,0.647166,-18.535724,14.458730,-20.532765,15.871833,9.794111,-9.254907,15.163858,-14.835056,-12.594985,B,A,B,B,D,D,E,E
3952,21.287633,-11.509368,-2.646873,17.371254,-7.733230,18.634444,-19.999329,-1.087633,-9.418782,-3.895883,0.239886,-11.765205,16.559094,-9.720774,7.391570,9.756150,-9.275771,15.099617,-0.258235,-10.386850,B,A,A,C,E,A,G,D
3954,21.511020,-9.196015,-6.469901,17.211649,-8.277899,18.557243,-19.706778,4.771788,-9.487533,-4.559967,0.548859,-11.877913,16.422969,-8.985314,7.117191,9.782998,-9.334559,14.987049,20.509127,-5.607559,A,A,B,C,B,D,G,E
3956,13.539595,-9.277918,-3.557752,17.531086,-7.584785,18.623682,-19.759908,0.381423,-2.143577,-4.172115,-0.346967,-16.304215,12.553470,-19.811336,16.050376,9.729266,-9.283966,15.052791,4.382183,-9.862724,B,D,C,A,E,D,A,D
3958,23.268667,-11.702330,-4.963621,17.261442,-7.663045,18.583153,-18.344185,2.611429,-8.856436,-4.461898,0.196289,-13.877291,17.443030,-10.542731,7.020606,9.774622,-9.314827,15.003671,-37.752447,-10.974519,A,C,A,C,B,D,A,D
3960,24.495623,-9.550632,-6.481304,17.272918,-8.133799,18.520584,-18.259763,4.956526,-9.018414,-5.104431,0.406385,-14.712687,17.929512,-9.737928,6.780038,9.772692,-9.362477,14.894775,30.979611,-7.452467,B,B,A,B,B,D,A,D
3962,20.309665,-11.448551,-4.603769,17.427732,-7.849922,18.582457,-19.614845,1.851750,-9.335369,-4.375696,0.366345,-11.074519,15.864923,-9.815516,7.225473,9.746650,-9.315357,15.018283,23.197974,-7.150944,A,F,B,B,E,D,D,D
3964,14.382001,-11.527978,-3.439763,17.511950,-7.656353,18.631842,-20.056664,0.115707,-1.973305,-4.007707,0.154500,-16.972332,13.007706,-20.416036,16.389029,9.732485,-9.277753,15.080661,31.132150,-10.630486,A,G,C,C,A,D,A,D
3966,15.546703,-11.529581,-4.065629,17.327895,-7.524383,18.617415,-18.152020,1.292433,-1.630875,-4.168109,0.005601,-18.073421,13.527752,-20.924695,16.141624,9.763444,-9.288738,15.053470,3.205811,-5.239522,A,B,C,B,B,D,C,D
3968,17.437641,-10.657024,-1.564046,17.241409,-8.406783,18.686874,-18.060175,-2.472995,-1.901658,-3.205210,0.936760,-18.644962,14.780390,-20.378982,15.757698,9.777992,-9.235854,15.216710,-20.362947,-6.867633,A,E,B,A,E,D,A,E
3970,18.267952,-10.736768,-3.974611,17.127251,-8.538261,18.618060,-18.132778,1.185710,-1.913818,-3.896342,1.123697,-19.079767,14.923622,-20.373499,15.764213,9.797196,-9.288246,15.099539,-0.485956,-13.090842,D,E,A,A,C,A,A,E
3972,13.902260,-11.772377,-4.821436,17.406631,-7.256884,18.707334,-18.444116,2.474483,-0.871186,-3.178920,-0.229013,-18.481046,13.138774,-22.094855,17.229380,9.750200,-9.220277,15.221167,-12.542939,-8.326482,D,B,A,B,D,A,A,A
3974,20.010890,-9.417464,-4.861573,17.305936,-7.594221,18.586092,-19.731305,2.212190,-9.244689,-4.470690,-0.310940,-10.931825,15.719364,-9.384275,7.403546,9.767138,-9.312589,15.002181,4.769332,-10.597053,A,A,A,B,C,D,G,D
3976,18.424779,-8.904401,-5.429228,16.834103,-8.521437,18.588403,-18.144247,3.532221,-1.895879,-4.235092,0.846333,-19.192792,14.894523,-20.133821,15.791328,9.846514,-9.310829,15.042116,-2.785618,-11.433736,D,G,C,A,E,A,A,E
3978,22.060799,-10.967862,-5.908573,16.897400,-8.408865,18.571372,-19.688161,3.992304,-9.603328,-4.260343,0.987581,-12.211319,16.760536,-9.308598,6.976720,9.835864,-9.323799,15.037835,31.069113,-5.247695,C,A,B,A,A,E,G,E
3980,21.908715,-8.949284,-4.193885,17.188172,-8.483768,18.601194,-19.590852,1.262521,-9.625486,-4.057264,0.799493,-12.068365,16.774397,-8.728559,6.886617,9.786948,-9.301089,15.072260,-36.759671,-11.263803,B,D,C,B,A,E,G,B
3982,22.070952,-8.958075,-4.841824,16.943555,-8.450101,18.587403,-19.608736,2.271741,-9.630240,-4.173344,0.753749,-12.194825,16.816234,-8.723999,6.893385,9.828099,-9.311591,15.052582,-2.678548,-8.429099,D,B,A,B,A,B,A,E
3984,22.297401,-11.424979,-4.850258,17.199275,-7.805006,18.571615,-17.970620,2.428995,-8.874727,-4.511838,0.308436,-13.089671,16.887811,-10.437823,6.802189,9.785080,-9.323614,14.995207,-14.923580,-13.144273,A,D,C,A,B,B,E,D
3986,24.546158,-8.972306,-3.664762,17.014622,-8.424316,18.624826,-18.133326,0.697828,-9.184586,-3.847239,0.719798,-14.604341,18.254449,-9.361547,6.511723,9.816143,-9.283095,15.107863,6.753248,-6.928388,C,D,A,B,A,E,C,E
3988,15.638327,-9.475966,-6.282409,17.207792,-7.521449,18.559386,-18.135308,4.738114,-1.653730,-4.841937,-0.390193,-18.084121,13.338097,-20.575612,16.106466,9.783647,-9.332927,14.939259,7.638555,-11.491809,A,C,A,C,D,D,B,D
3990,13.814883,-11.450851,-4.652097,17.264395,-7.615447,18.588664,-19.675575,1.990680,-2.267489,-4.412807,0.092590,-16.241430,12.531146,-19.966504,15.858147,9.774125,-9.310631,15.011992,14.521701,-8.434220,B,B,A,A,B,D,A,D
3992,15.895670,-11.385350,-4.582220,17.411205,-7.771626,18.581606,-17.981657,2.090718,-1.913344,-4.501341,0.261464,-17.818046,13.558015,-20.480735,15.718362,9.749430,-9.316005,14.996986,-15.148227,-5.674362,B,A,C,C,E,D,G,D
3994,21.983794,-11.514817,-4.724591,17.252661,-7.693879,18.570478,-17.963943,2.229484,-8.827674,-4.562959,0.195196,-12.888994,16.716610,-10.528112,6.856308,9.776099,-9.324479,14.986542,4.416382,-6.459805,B,G,A,C,E,B,A,D
3996,17.715390,-8.803823,-4.228996,16.944697,-8.419590,18.617936,-18.036493,1.557509,-1.954944,-3.954678,0.691096,-18.716383,14.637681,-20.031565,15.680423,9.827907,-9.288341,15.089650,14.770717,-12.957014,B,F,C,B,D,D,D,E
3998,21.570442,-10.941969,-3.423831,17.262897,-8.342804,18.622479,-19.630909,0.070204,-9.587689,-3.805443,0.897107,-11.831499,16.666520,-9.322253,6.955365,9.774377,-9.284882,15.114949,11.664072,-11.755512,D,F,C,A,E,A,D,E
4000,18.465487,-9.159227,-4.940157,17.470028,-7.232359,18.701328,-20.220409,2.274830,-9.042340,-3.257115,-0.793873,-9.957281,15.361229,-9.609030,7.955567,9.739536,-9.224850,15.207909,-31.409615,-9.088707,D,E,A,C,C,A,A,A
4002,22.181423,-10.995836,-6.429653,16.867697,-8.416148,18.570308,-19.774766,4.749280,-9.602612,-4.255545,1.001508,-12.309291,16.821753,-9.317848,7.036384,9.840862,-9.324609,15.038649,16.684101,-7.065582,A,C,A,B,D,B,B,E
4004,22.452025,-10.822891,-1.460992,17.290104,-8.428069,18.665346,-19.807820,-2.907616,-9.711594,-3.370144,0.990355,-12.429551,17.279450,-9.118412,6.939877,9.769801,-9.252243,15.188746,0.642771,-11.247510,A,A,C,A,C,D,F,C
4006,17.598574,-10.875260,-5.920370,16.873409,-8.351152,18.575748,-18.041028,4.194722,-1.948924,-4.324979,0.897461,-18.661844,14.417017,-20.343404,15.689725,9.839901,-9.320466,15.026879,6.546861,-7.369252,C,A,C,C,E,E,A,E
4008,17.485281,-8.907159,-3.068246,17.268886,-8.259448,18.649429,-18.189250,-0.165937,-1.741255,-3.729807,0.483424,-18.908936,14.646176,-20.367417,16.008244,9.773370,-9.264362,15.127771,-37.173340,-13.166711,B,E,C,A,E,D,C,E
4010,22.308423,-9.154552,-6.678822,17.153180,-8.424175,18.563660,-19.886156,5.172455,-9.575890,-4.449787,0.743930,-12.436279,16.869456,-8.849981,7.142004,9.792834,-9.329671,15.005724,18.059925,-12.393437,B,E,C,B,A,D,A,E
4012,17.624028,-8.856697,-4.182635,16.960936,-8.383799,18.616613,-18.030552,1.573503,-1.959389,-3.981274,0.648264,-18.660175,14.585415,-20.031774,15.672761,9.825175,-9.289349,15.085141,-16.682302,-7.391969,D,D,C,B,B,A,A,E
4014,23.434527,-8.952441,-2.057521,17.305823,-8.315054,18.648903,-17.946421,-1.823645,-9.122121,-3.660618,0.566069,-13.761137,17.740901,-9.446153,6.488226,9.767157,-9.264762,15.139501,11.071387,-11.260986,C,D,A,B,A,E,A,E
4016,21.095743,-9.344104,-2.828968,17.389300,-7.679326,18.636345,-20.018635,-0.825541,-9.378683,-3.967600,-0.216984,-11.651445,16.465066,-9.176361,7.448702,9.753115,-9.274324,15.087459,18.509957,-9.348862,A,C,C,C,D,D,B,D
4018,18.389670,-10.591206,-3.098452,16.943889,-8.562163,18.641334,-18.106214,-0.065661,-1.960310,-3.621998,1.134235,-19.079182,15.076825,-20.281040,15.694931,9.828043,-9.270526,15.146048,-10.704397,-12.556858,B,E,B,C,D,D,A,E
4020,20.879332,-11.609515,-1.322620,17.590582,-7.384339,18.773156,-18.355769,-3.033242,-8.677704,-2.442873,-0.130768,-12.181135,16.887865,-10.761235,7.242436,9.719259,-9.170173,15.345964,20.257246,-7.387640,D,A,C,A,E,B,G,A
4022,23.301755,-9.344392,-7.389618,16.928675,-8.121660,18.525250,-18.015770,6.364302,-8.963659,-4.935403,0.359284,-13.802356,17.294122,-9.765524,6.716995,9.830603,-9.358923,14.923419,47.727379,-11.021197,A,A,B,A,B,D,G,E
4024,16.258058,-11.190751,-4.285557,17.344068,-7.947458,18.567576,-17.830425,1.682345,-2.178295,-4.612428,0.437778,-17.605162,13.689981,-20.054300,15.324233,9.760723,-9.326689,14.978157,15.078472,-5.629554,B,A,A,A,E,D,G,D
4026,15.850869,-11.275339,-2.896697,17.459395,-7.765575,18.618591,-17.956626,-0.524862,-1.951980,-4.130443,0.233656,-17.736424,13.686753,-20.404802,15.659973,9.741325,-9.287842,15.059855,24.384880,-9.395633,B,F,A,A,C,D,A,D
4028,18.053247,-8.930278,-1.608032,17.297362,-8.292691,18.652343,-18.165174,-2.425311,-1.905052,-3.740263,0.532269,-18.974453,14.948138,-20.123394,15.785839,9.768580,-9.262143,15.125998,14.720982,-5.413660,A,F,C,C,C,D,D,E
4030,15.881098,-11.398558,-4.499191,17.419559,-7.759361,18.590196,-18.021299,1.964397,-1.849924,-4.411998,0.249479,-17.907058,13.584989,-20.577175,15.813787,9.748025,-9.309464,15.012129,-29.969010,-6.490295,A,C,A,C,E,D,C,D
4032,17.409366,-8.939588,-4.041601,16.994533,-8.316768,18.599820,-17.923602,1.341188,-2.113340,-4.191736,0.566681,-18.316127,14.409405,-19.810666,15.437778,9.819523,-9.302136,15.049465,-45.140388,-5.248467,B,G,B,B,B,D,A,B
4034,15.616561,-9.146575,-2.213439,17.416526,-7.574950,18.663215,-18.148203,-1.597515,-1.630988,-3.781649,-0.381951,-18.108112,13.763835,-20.565206,16.140302,9.748535,-9.253866,15.118982,-22.457959,-13.010153,B,G,C,A,B,D,A,D
4036,23.416330,-9.185459,-5.206018,17.014878,-8.206162,18.574377,-17.978327,3.057164,-9.040227,-4.419343,0.449845,-13.822480,17.495904,-9.618294,6.604404,9.816100,-9.321510,15.010884,2.727382,-11.065884,C,F,A,B,E,A,D,E
4038,24.066774,-11.044022,-2.187714,17.339853,-8.238170,18.652032,-18.171054,-1.678785,-9.122802,-3.595422,0.778145,-14.270753,18.086287,-9.988340,6.606471,9.761432,-9.262380,15.150554,-16.122862,-13.109592,A,E,C,A,B,D,A,E
4040,22.556943,-8.973189,-4.429096,16.988454,-8.410776,18.605863,-19.842710,1.628921,-9.656742,-4.011152,0.701131,-12.564088,17.134014,-8.690218,7.023790,9.820546,-9.297534,15.080076,26.290613,-8.510606,C,D,B,A,E,E,C,E
4042,15.314401,-11.549674,-6.169507,17.122551,-7.759904,18.546771,-20.039125,4.373525,-2.098170,-4.839916,0.278760,-17.241081,13.121944,-20.234619,16.223081,9.797987,-9.342533,14.939602,19.944621,-12.053373,B,F,C,A,A,D,D,D
4044,21.252549,-9.120730,-4.132831,17.290096,-8.231674,18.595285,-19.573471,1.211524,-9.510796,-4.205902,0.475272,-11.649686,16.406913,-8.933603,7.002323,9.769802,-9.305589,15.047064,7.952516,-9.907757,A,C,C,A,B,A,B,E
4046,18.424782,-10.691090,-3.953525,16.922859,-8.501152,18.615457,-18.132175,1.151321,-1.943022,-3.911529,1.067315,-19.123927,14.994969,-20.322658,15.725708,9.831581,-9.290229,15.096965,-4.186653,-5.308921,D,B,A,A,B,A,E,E
4048,24.347541,-9.370577,-3.814135,17.357499,-8.103988,18.582514,-18.230761,0.817432,-9.060248,-4.480984,0.339590,-14.554833,18.020352,-9.634391,6.714016,9.758464,-9.315314,15.000436,35.618785,-6.513593,B,B,C,A,B,D,A,D
4050,22.593061,-9.004343,-3.073068,17.258532,-8.411203,18.621150,-19.828798,-0.478594,-9.670351,-3.917096,0.705867,-12.581165,17.203001,-8.678736,6.999342,9.775112,-9.285894,15.096021,-19.457843,-6.791285,C,D,B,C,E,E,F,E
4052,18.391949,-8.945340,-4.247572,17.133933,-8.513892,18.602684,-18.143864,1.691619,-1.923089,-4.152506,0.841039,-19.134821,14.929939,-20.098188,15.755510,9.796072,-9.299955,15.056115,16.134681,-10.237188,B,D,A,A,C,D,A,B
4054,23.945814,-11.668064,-6.667104,17.095207,-7.826172,18.527014,-18.326044,5.255549,-8.916845,-5.003753,0.379104,-14.362313,17.647909,-10.450191,6.938100,9.802587,-9.357580,14.911836,8.260644,-8.670969,A,A,C,A,C,D,G,D
4056,21.346236,-9.545068,-5.792308,17.214492,-7.696872,18.564455,-20.046350,3.772266,-9.338790,-4.685712,-0.160683,-11.888377,16.357339,-9.283502,7.511384,9.782520,-9.329066,14.965737,-1.778295,-5.989750,B,D,C,B,B,D,B,D
4058,15.269457,-10.870771,-4.485037,17.011361,-8.230263,18.581119,-19.493679,1.793837,-2.620205,-4.305509,0.739712,-16.424339,13.235350,-19.343828,15.334502,9.816692,-9.316376,15.030179,2.526134,-6.803016,B,G,C,A,E,A,A,E
4060,17.814002,-8.787603,-4.073681,16.929882,-8.472393,18.613083,-17.978064,1.315003,-2.054193,-3.993669,0.762728,-18.624000,14.669713,-19.879727,15.532117,9.830400,-9.292036,15.083040,-17.797239,-13.045306,C,E,B,C,E,E,A,E
4062,14.339209,-11.086881,-2.679811,17.399895,-7.936794,18.602533,-19.369534,-0.962525,-2.664451,-4.231926,0.406225,-15.884297,12.855110,-19.315001,15.228395,9.751333,-9.300070,15.042652,-43.112811,-8.315688,B,E,A,C,E,B,A,D
4064,16.007776,-11.580685,-8.573862,17.219438,-8.037543,18.476891,-20.003091,8.126645,-2.200097,-5.521590,0.617741,-17.441673,13.235422,-20.088989,16.078575,9.781688,-9.395754,14.824089,4.129692,-9.771966,B,D,C,A,B,D,E,D
4066,24.916203,-9.141479,-7.504877,16.762803,-8.510276,18.536699,-18.158023,6.562605,-9.156144,-4.697467,0.861524,-14.931273,18.200244,-9.442484,6.559295,9.858509,-9.350204,14.963744,23.920338,-5.865698,C,E,C,B,B,D,A,E
4068,21.761329,-9.504815,-4.621655,17.356424,-7.484652,18.597807,-18.145526,2.075151,-8.726676,-4.412671,-0.429732,-12.815214,16.685083,-10.141824,7.072678,9.758645,-9.303669,15.012015,-25.339817,-5.748415,B,G,B,C,C,D,A,D
4070,15.201358,-9.209120,-3.481836,17.256644,-7.812607,18.613242,-19.995532,0.185966,-2.136106,-4.237231,-0.068748,-17.126094,13.335452,-19.813030,16.156692,9.775429,-9.291915,15.041753,-4.489386,-7.004642,B,F,C,A,D,D,D,D
4072,20.431102,-11.358068,-4.968535,17.176534,-7.861124,18.557823,-19.484728,2.427075,-9.356113,-4.613037,0.363103,-11.149278,15.848570,-9.760409,7.117178,9.788905,-9.334117,14.978054,13.000210,-12.213418,B,B,C,B,E,E,A,D
4074,16.360291,-11.030497,-2.546296,17.234122,-7.933744,18.611210,-17.837334,-1.011253,-2.184656,-4.146706,0.392486,-17.649282,13.915380,-20.017972,15.317932,9.779218,-9.293462,15.057098,9.401175,-8.949195,B,C,C,C,B,D,G,D
4076,17.801219,-11.132323,-5.355415,17.214930,-8.234209,18.579835,-18.229432,3.318383,-1.762522,-4.394803,0.787584,-19.047398,14.537712,-20.662910,15.992925,9.782446,-9.317354,15.015044,44.804882,-5.821042,A,C,C,C,E,D,B,E
4078,15.648068,-10.601434,-2.389163,17.049227,-8.429462,18.657428,-19.666736,-1.438490,-2.494485,-3.450912,0.958366,-16.810537,13.753518,-19.486166,15.565002,9.810322,-9.258272,15.175053,-25.261850,-9.070474,C,E,B,C,B,E,G,E
4080,16.020559,-9.139896,-1.862308,17.400258,-8.053224,18.621507,-19.905322,-2.302908,-2.361247,-4.144219,0.237321,-17.205680,13.785089,-19.464774,15.833037,9.751272,-9.285622,15.057520,-4.448713,-10.535859,A,F,A,C,A,D,D,D
4082,15.789898,-9.159885,-1.727720,17.301226,-7.934798,18.630031,-19.930988,-2.447428,-2.308287,-4.067627,0.083157,-17.165219,13.704570,-19.547204,15.911026,9.767930,-9.279131,15.070503,-36.585617,-7.155014,B,D,C,C,E,D,F,D
4084,16.011609,-9.294761,-4.324768,17.224619,-7.734728,18.583581,-17.962334,1.715505,-1.953439,-4.554419,-0.154901,-17.816646,13.625424,-20.099679,15.659782,9.780817,-9.314501,14.987989,54.660672,-9.416232,A,E,A,C,E,E,A,D
4086,17.208592,-9.042101,-5.493075,17.181009,-8.295777,18.577618,-18.005924,3.509422,-1.955507,-4.440838,0.551865,-18.441973,14.220965,-20.062212,15.670321,9.788153,-9.319043,15.007241,13.563033,-10.127179,B,G,A,B,D,D,A,B
4088,17.054229,-8.901812,-2.169761,17.143604,-8.211308,18.632722,-17.865997,-1.579093,-2.179115,-3.906148,0.416741,-18.026792,14.357671,-19.706501,15.333844,9.794445,-9.277083,15.097877,-11.878663,-6.921820,B,A,C,B,B,B,G,E
4090,23.624999,-10.872925,-3.152399,17.079244,-8.321282,18.625001,-17.955752,-0.185200,-9.133842,-3.800128,0.858097,-13.903767,17.763790,-9.924896,6.478848,9.805272,-9.282961,15.115850,45.777844,-11.745080,A,A,B,A,D,E,G,C
4092,13.729137,-9.197182,-2.796159,17.515610,-7.670674,18.633703,-19.682077,-0.799264,-2.254058,-4.048905,-0.252708,-16.221331,12.693773,-19.633948,15.877917,9.731869,-9.276336,15.073677,-22.620420,-11.958861,B,A,A,B,E,D,G,D
4094,22.864246,-10.874389,-3.652846,17.183613,-8.543992,18.607907,-19.801781,0.495332,-9.721258,-3.930978,1.151942,-12.756410,17.304106,-9.120523,6.925169,9.787715,-9.295978,15.093668,-17.888054,-6.112470,A,G,A,A,D,C,A,C
4096,23.609564,-9.318105,-2.531916,17.327432,-7.838746,18.631977,-18.270099,-1.117579,-8.973316,-4.011021,-0.017352,-14.039849,17.778052,-9.745448,6.839902,9.763522,-9.277650,15.080099,-23.122689,-6.349925,B,F,A,A,B,D,A,D
4098,14.176380,-11.005751,-0.778215,17.385106,-7.839551,18.658220,-19.461353,-4.001496,-2.567430,-3.668621,0.272816,-15.952602,13.029293,-19.445067,15.389006,9.753820,-9.257669,15.138144,-5.891645,-6.874114,B,G,C,B,C,E,A,D
4100,14.103946,-9.433051,-5.102613,17.510794,-7.557762,18.600437,-20.109046,2.784159,-1.856522,-4.437241,-0.353289,-17.020764,12.727946,-20.264627,16.559245,9.732679,-9.301666,15.007851,-33.146891,-8.116760,A,F,A,A,D,D,D,D
4102,21.777524,-8.870267,-2.402021,17.103710,-8.392043,18.635791,-19.539274,-1.468094,-9.644407,-3.720618,0.661503,-11.945269,16.821463,-8.682218,6.831065,9.801156,-9.274746,15.129329,-49.640642,-9.054204,B,D,A,A,C,A,A,B
4104,18.318721,-10.997237,-6.963769,17.060142,-8.502641,18.547131,-18.183638,5.921426,-1.847843,-4.631717,1.115674,-19.204450,14.693444,-20.513795,15.866661,9.808485,-9.342259,14.974888,-25.568800,-13.160276,A,E,B,A,B,D,B,C
4106,20.234753,-11.280973,-2.737879,17.464966,-7.875586,18.610563,-19.480367,-1.040038,-9.380366,-4.098455,0.366444,-10.971287,15.922026,-9.704574,7.087061,9.740387,-9.293955,15.065277,-23.734177,-8.636989,B,E,A,C,B,D,A,D
4108,21.868765,-11.445703,-4.189893,17.400527,-7.982328,18.588556,-19.955477,1.230860,-9.479184,-4.323397,0.525999,-12.171965,16.712248,-9.619869,7.295382,9.751226,-9.310713,15.027147,-26.266211,-5.326572,A,B,B,A,E,D,A,D
4110,24.898424,-10.769740,-4.058820,16.929171,-8.565389,18.612262,-18.103008,1.233670,-9.249615,-3.857736,1.164895,-14.834349,18.404498,-9.736193,6.417068,9.830519,-9.292661,15.106084,-16.851825,-6.646447,D,G,A,C,B,A,E,E
4112,16.151734,-9.366428,-5.775989,17.340701,-7.872707,18.545769,-17.929167,3.924740,-2.002795,-4.923982,0.034437,-17.814276,13.552447,-20.035378,15.584839,9.761290,-9.343297,14.925355,6.457339,-11.226526,B,A,C,A,D,D,G,D
4114,18.130460,-9.036714,-3.756264,17.231344,-8.312994,18.605051,-18.188391,0.820264,-1.868476,-4.213249,0.574755,-19.070578,14.802918,-20.192641,15.841092,9.779685,-9.298152,15.045818,14.217197,-5.530085,A,A,B,A,E,D,C,E
4116,21.427449,-11.221469,-7.299423,17.169751,-8.304079,18.520883,-19.570268,6.080840,-9.478520,-4.857635,0.891897,-11.819726,16.269634,-9.553493,7.036159,9.790046,-9.362249,14.936599,-37.026818,-10.597772,D,G,A,C,D,A,A,E
4118,24.198094,-11.270191,-5.786484,17.227265,-8.272541,18.571564,-18.211774,3.987256,-9.059703,-4.396908,0.859397,-14.434375,17.908134,-10.139554,6.704417,9.780371,-9.323652,15.014687,0.018194,-9.983047,B,G,A,C,C,C,G,E
4120,21.683752,-9.059685,-4.990420,17.241010,-8.311976,18.605011,-19.799907,2.549239,-9.542609,-4.053510,0.576514,-11.964425,16.667639,-8.873371,7.119426,9.778059,-9.298183,15.072896,44.432046,-7.187311,B,G,A,C,B,D,A,E
4122,14.811912,-11.603859,-6.108585,17.389170,-7.780191,18.565525,-20.055951,4.270275,-2.002281,-4.650036,0.312842,-17.137545,12.937995,-20.386154,16.351911,9.753137,-9.328251,14.971783,26.116323,-12.207633,B,B,A,A,E,D,A,D
4124,13.348285,-11.737528,-5.437379,17.512331,-7.498550,18.595798,-19.903787,3.319041,-1.963625,-4.377149,0.019361,-16.497769,12.330173,-20.466695,16.338344,9.732421,-9.305198,15.018036,-3.827856,-12.698230,B,A,C,C,C,E,G,D
4126,11.875678,-11.702976,-4.517834,17.588628,-7.376023,18.712485,-20.199837,1.742582,-1.422381,-3.082941,-0.119964,-16.712647,12.216222,-21.263676,17.149068,9.719588,-9.216356,15.237440,-3.790615,-9.823503,D,D,A,B,A,A,C,A
4128,18.264418,-10.800782,-4.493356,17.117053,-8.526907,18.605705,-18.143599,2.090301,-1.899535,-4.027619,1.118114,-19.098740,14.874935,-20.405034,15.786329,9.798912,-9.297655,15.077285,-14.527596,-12.951874,C,A,C,C,B,E,G,E
4130,20.114330,-9.509040,-5.679290,17.210477,-7.696257,18.544785,-19.548103,3.591769,-9.264912,-4.872730,-0.167609,-10.992059,15.638307,-9.378629,7.260978,9.783195,-9.344046,14.934041,-10.002016,-7.607558,B,E,B,B,A,D,A,D
4132,23.789820,-9.142834,-6.242133,16.947524,-8.240632,18.575487,-18.123828,4.594981,-9.034964,-4.372872,0.490591,-14.127570,17.699848,-9.615664,6.687205,9.827432,-9.320665,15.018761,13.928182,-12.008517,B,B,C,B,C,D,A,E
4134,15.865404,-10.680902,-4.620979,16.901888,-8.479080,18.603833,-19.657695,2.031504,-2.508900,-3.973436,1.036365,-16.902429,13.632616,-19.477721,15.542940,9.835109,-9.299080,15.086470,-8.244887,-5.861537,A,G,B,B,E,B,A,E
4136,24.827477,-10.996931,-4.621018,17.167141,-8.498531,18.584631,-18.140816,2.202287,-9.196170,-4.218391,1.110192,-14.823440,18.284819,-9.874042,6.501821,9.790485,-9.313702,15.044947,15.847270,-10.711947,B,E,B,A,E,D,B,B
4138,23.748615,-10.918596,-3.496464,17.228729,-8.403037,18.626881,-18.007066,0.437831,-9.135776,-3.769368,0.972239,-14.001736,17.835609,-9.935046,6.503407,9.780125,-9.281530,15.121064,-48.054791,-9.450358,C,G,A,B,D,E,G,E
4140,15.713189,-11.385236,-3.227059,17.483801,-7.689589,18.626885,-18.062330,-0.007717,-1.775335,-4.057930,0.165264,-17.935641,13.652350,-20.685771,15.924335,9.737219,-9.281527,15.072147,-21.029437,-11.486516,B,B,A,B,B,D,A,D
4142,18.424706,-10.993672,-7.450634,16.761254,-8.414400,18.535287,-18.197945,6.677363,-1.848825,-4.739647,0.998877,-19.261563,14.709623,-20.511753,15.869862,9.858770,-9.351279,14.956595,-11.000853,-5.836872,B,E,A,C,B,D,B,B
4144,23.379426,-9.365383,-3.388083,17.476385,-7.838032,18.620325,-18.288269,0.153035,-8.923601,-4.142300,-0.010641,-13.902142,17.618098,-9.827651,6.909571,9.738467,-9.286522,15.057845,32.769498,-6.071838,A,E,C,B,A,D,A,D
4146,15.962928,-11.202892,-2.693900,17.441046,-7.821493,18.616265,-17.904019,-0.840511,-2.043059,-4.146796,0.286958,-17.655797,13.733858,-20.257285,15.524288,9.744411,-9.289614,15.057083,-9.722505,-11.915929,A,C,C,C,C,D,B,D
4148,22.582491,-11.052256,-3.870340,17.068746,-8.283166,18.598936,-19.860936,0.770387,-9.638102,-4.083422,0.837422,-12.601619,17.125437,-9.286407,7.056704,9.807038,-9.302809,15.067826,26.383724,-8.956022,D,C,B,A,A,A,B,E
4150,22.090192,-9.116720,-3.879455,17.301911,-8.249258,18.614875,-19.889701,0.822365,-9.573079,-4.013569,0.498656,-12.262823,16.915702,-8.844460,7.147515,9.767815,-9.290672,15.079667,29.459892,-10.053726,A,B,C,B,C,B,A,E
4152,16.256615,-8.742762,-2.894021,17.165931,-8.545786,18.641628,-19.809455,-0.613451,-2.420849,-3.699864,0.860040,-17.240701,13.989929,-19.320977,15.717422,9.790689,-9.270301,15.132847,-28.441617,-7.278746,C,B,B,A,E,E,B,E
